"","UW_Date","exposure_id","tenure","pet_gender","pet_de_sexed","pet_de_sexed_age","pet_is_switcher","nb_policy_first_inception_date","pet_age_months","nb_contribution","nb_excess","nb_address_type_adj","nb_suburb","nb_postcode","nb_state","person_dob","nb_contribution_excess","owner_age_years","nb_number_of_breeds","nb_average_breed_size","nb_breed_type","nb_breed_trait","nb_breed_name_unique","nb_breed_name_unique_concat","is_multi_pet_plan","lead_date_day","quote_date","quote_time_group","exposure_id_1","earned_units","Total_Earned","claim_nb","Total_claim_amount","Total_claim_paid","claim_freq","sa2_code","qi","density","severity","frequency","pet_is_male","nb_address_type_adj_numerical","nb_state_num","nb_breed_type_num","nb_breed_trait_num","is_multi_pet_plan_num","quote_time_group_num","size_encoding","owner_x_pet_age","age_breed_interaction","age_breed_interaction_bins","person_age","person_age_group","pet_age_year","nb_breed_trait_num_encoded"
"4134",2024-08-01,"exposure_c20b8984-b06c-40c6-af20-1ab555a36f18",4,"female","false","","",2024-04-05,3,80,200,"House","Hunterview","2330","NSW",1978-07-28,80200,45,1,2,"unnamed cross","unknown","brittany spaniel cross","brittany spaniel cross","false",1970-01-01,2024-04-06,"Afternoon (12:00 - 17:59)","exposure_c20b8984-b06c-40c6-af20-1ab555a36f18",1,4.83333333333333,0,0,0,0,"106011112","Acceptable",137.6,NA,0,0,2,2,4,19,1,1,1,1,6,2,46,3,0.25,14
"4135",2024-08-01,"exposure_c339bd48-b45a-4883-9442-a63a17804a6b",7,"male","false","","",2024-01-03,3,80,100,"House","Engadine","2233","NSW",1992-04-02,80100,31,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2024-01-04,"Evening (18:00 - 23:59)","exposure_c339bd48-b45a-4883-9442-a63a17804a6b",1,8,2,407.727272727273,180.727272727273,0.25,"128021532","Poor",NA,5.31745132113458,0.25,1,2,2,2,20,1,2,1,1,9,2,32,2,0.25,8
"4136",2024-08-01,"exposure_c87672fe-8ac2-46f5-b5bd-b038bcba3cc7",7,"female","false","","",2023-12-31,4,100,100,"House","Kambah","2902","ACT",2002-10-10,100100,21,1,2,"purebred","spaniel","english cocker spaniel","english cocker spaniel","false",1970-01-01,2023-12-10,"Morning (05:00 - 11:59)","exposure_c87672fe-8ac2-46f5-b5bd-b038bcba3cc7",1,8,0,0,0,0,"801021027","Poor",NA,NA,0,0,2,1,3,14,1,4,1,1,8,2,22,2,0.333333333333333,4
"4137",2024-08-01,"exposure_c8a8e7dd-e466-4df0-bb8e-e4d7d21ccb98",5,"male","true","4-6 mo","",2024-03-03,34,80,0,"Apartment","Dulwich Hill","2203","NSW",1971-05-08,800,52,1,1,"purebred","brachycephalic","cavalier king charles spaniel","cavalier king charles spaniel","false",1970-01-01,2024-03-04,"Afternoon (12:00 - 17:59)","exposure_c8a8e7dd-e466-4df0-bb8e-e4d7d21ccb98",1,6,1,81.8181818181818,65.4545454545455,0.166666666666667,"117021326","Good",NA,4.40449949052594,0.166666666666667,1,1,2,3,2,1,1,1,10,10,7,53,3,2.83333333333333,10
"4138",2024-08-01,"exposure_cc3cb1f0-85d6-4465-910c-09525ec8ec3f",5,"male","false","","",2024-03-15,14,80,100,"House","Pialba","4655","QLD",1995-06-07,80100,28,1,3,"purebred","retriever","golden retriever","golden retriever","false",1970-01-01,2024-03-16,"Evening (18:00 - 23:59)","exposure_cc3cb1f0-85d6-4465-910c-09525ec8ec3f",1,5.51612903225806,0,0,0,0,"319041516","Poor",44,NA,0,1,2,4,3,10,1,2,1,3,10,9,29,2,1.16666666666667,9
"4139",2024-08-01,"exposure_cff14ca9-f7d4-4421-91fa-930b9b480ddd",1,"female","false","","false",2024-06-30,20,90,100,"Apartment","Boronia","3155","VIC",2000-03-18,90100,24,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-05-21,"Evening (18:00 - 23:59)","exposure_cff14ca9-f7d4-4421-91fa-930b9b480ddd",1,2,0,0,0,0,"211011251","Poor",1619.8,NA,0,0,1,7,3,2,1,2,1,3,10,8,24,2,1.66666666666667,10
"4140",2024-08-01,"exposure_da675f58-1acd-48e1-b60a-e0b26818620a",6,"male","false","","",2024-02-24,32,80,100,"House","Echuca","3564","VIC",1989-06-16,80100,34,1,2,"unnamed cross","unknown","australian kelpie cross","australian kelpie cross","false",1970-01-01,2024-02-24,"Afternoon (12:00 - 17:59)","exposure_da675f58-1acd-48e1-b60a-e0b26818620a",1,6.17241379310345,0,0,0,0,"109031183","Poor",0.4,NA,0,1,2,7,4,19,1,1,1,7,10,13,35,2,2.66666666666667,14
"4141",2024-08-01,"exposure_dacd0db7-0aef-4fd3-b27f-17c4bfd709b7",8,"male","false","","",2023-12-28,2,90,100,"House","Carindale","4152","QLD",1974-04-29,90100,49,1,3,"designerbreed","water dog","labradoodle","labradoodle","false",1970-01-01,2023-12-27,"Afternoon (12:00 - 17:59)","exposure_dacd0db7-0aef-4fd3-b27f-17c4bfd709b7",1,8,0,0,0,0,"303011047","Poor",2778.9,NA,0,1,2,4,2,20,1,1,1,1,6,2,50,3,0.166666666666667,8
"4142",2024-08-01,"exposure_dd6cd27f-a992-4e9e-b1a1-38d598d5d099",4,"male","false","","",2024-04-09,4,80,200,"House","Canning Vale","6155","WA",1989-07-26,80200,34,1,3,"purebred","retriever","labrador retriever","labrador retriever","false",1970-01-01,2024-04-10,"Afternoon (12:00 - 17:59)","exposure_dd6cd27f-a992-4e9e-b1a1-38d598d5d099",1,4.7,0,0,0,0,"506031125","Poor",1202.7,NA,0,1,2,8,3,10,1,1,1,1,10,3,35,2,0.333333333333333,9
"4143",2024-08-01,"exposure_de4e97cf-12d4-4017-9445-b0361dd87375",2,"male","false","","false",2024-06-06,13,80,200,"House","Cranbourne North","3977","VIC",1995-01-14,80200,29,1,2,"purebred","brachycephalic","french bulldog","french bulldog","false",1970-01-01,2024-06-07,"Morning (05:00 - 11:59)","exposure_de4e97cf-12d4-4017-9445-b0361dd87375",1,2.8,0,0,0,0,"212031300","Poor",1691.4,NA,0,1,2,7,3,2,1,4,1,3,10,6,29,2,1.08333333333333,10
"4144",2024-08-01,"exposure_d8702255-ca9a-42e8-ae89-7cecfdcb91a0",7,"female","false","","",2024-01-07,37,80,100,"House","Glenmore Park","2745","NSW",2001-06-19,80100,22,1,3,"unnamed cross","unknown","american staffordshire terrier cross","american staffordshire terrier cross","false",1970-01-01,2024-01-08,"Afternoon (12:00 - 17:59)","exposure_d8702255-ca9a-42e8-ae89-7cecfdcb91a0",1,7.7741935483871,0,0,0,0,"124031460","Acceptable",2283.3,NA,0,0,2,2,4,19,1,1,1,5,10,23,23,2,3.08333333333333,14
"4145",2024-08-01,"exposure_f96ba9e6-762d-4b4e-ac32-c7782eb5c848",6,"male","false","","",2024-02-01,5,80,100,"House","Eden Hill","6054","WA",1998-10-06,80100,25,1,2,"purebred","spaniel","cocker spaniel","cocker spaniel","false",1970-01-01,2024-02-02,"Morning (05:00 - 11:59)","exposure_f96ba9e6-762d-4b4e-ac32-c7782eb5c848",1,7,4,759.9,307.354545454545,0.571428571428571,"504011044","Poor",1635,5.24689248455585,0.571428571428571,1,2,8,3,14,1,4,1,1,10,2,26,2,0.416666666666667,4
"4146",2024-08-01,"exposure_d8a37d77-ca26-4179-933f-fbcb6b285601",2,"male","true","4-6 mo","true",2024-06-23,52,80,200,"Apartment","Newstead","4006","QLD",1986-11-26,80200,37,1,2,"purebred","spaniel","english cocker spaniel","english cocker spaniel","false",1970-01-01,2024-06-24,"Afternoon (12:00 - 17:59)","exposure_d8a37d77-ca26-4179-933f-fbcb6b285601",1,2.23333333333333,0,0,0,0,"305011106","Poor",8643.4,NA,0,1,1,4,3,14,1,1,1,10,10,21,37,2,4.33333333333333,4
"4147",2024-08-01,"exposure_e9cb0828-4f0a-4b02-90d5-62f2be5a976a",8,"female","false","","",2023-11-30,64,80,100,"House","Scarborough","6019","WA",1973-10-18,80100,50,1,3,"purebred","sighthound","greyhound","greyhound","false",1970-01-01,2023-12-01,"Afternoon (12:00 - 17:59)","exposure_e9cb0828-4f0a-4b02-90d5-62f2be5a976a",1,8,1,574.572727272727,227.636363636364,0.125,"503011030","Good",731.8,6.35362668157038,0.125,0,2,8,3,13,1,1,1,10,10,39,51,3,5.33333333333333,7
"4148",2024-08-01,"exposure_fcb43a65-d9c5-4716-b155-948278815684",4,"female","true","4-6 mo","",2024-04-21,25,90,100,"Apartment","Botany","2019","NSW",1991-07-24,90100,32,1,2,"designerbreed","water dog","mini groodle","mini groodle","false",1970-01-01,2024-04-03,"Evening (18:00 - 23:59)","exposure_fcb43a65-d9c5-4716-b155-948278815684",1,4.3,0,0,0,0,"117011320","Poor",158.9,NA,0,0,1,2,2,20,1,2,1,5,10,10,33,2,2.08333333333333,8
"4149",2024-08-01,"exposure_3d133fcf-b002-453a-b1a4-61dd53553300",9,"male","true","Not Sure","",2023-11-29,39,80,0,"House","North Lake","6163","WA",1958-12-30,800,64,1,1,"purebred","water dog","poodleminiature","poodleminiature","false",1970-01-01,2023-11-30,"Evening (18:00 - 23:59)","exposure_3d133fcf-b002-453a-b1a4-61dd53553300",1,8,0,0,0,0,"507011150","Poor",3.2,NA,0,1,2,8,3,20,1,2,1,10,10,8,65,4,3.25,8
"4150",2024-08-01,"exposure_e12a8079-d5d7-43c1-8184-a262470b7aaa",10,"male","false","","",2023-10-03,4,100,100,"House","Croydon Park","5008","SA",1983-01-04,100100,40,1,3,"purebred","shepherd type","german shepherd","german shepherd","false",1970-01-01,2023-10-04,"Morning (05:00 - 11:59)","exposure_e12a8079-d5d7-43c1-8184-a262470b7aaa",1,8,1,259.090909090909,168.181818181818,0.125,"404011093","Poor",2548.9,5.55717900046433,0.125,1,2,5,3,12,1,4,1,1,10,3,41,3,0.333333333333333,16
"4151",2024-08-01,"exposure_e726f411-cfb7-4fe8-9024-96487a8e4452",9,"female","false","","",2023-11-22,64,80,100,"House","Abbotsford","3067","VIC",1976-03-17,80100,47,1,2,"purebred","collie related","australian shepherd","australian shepherd","false",1970-01-01,2023-11-23,"Morning (05:00 - 11:59)","exposure_e726f411-cfb7-4fe8-9024-96487a8e4452",1,8,1,255.381818181818,131.572727272727,0.125,"206071139","Good",5750.1,5.54275975148649,0.125,0,2,7,3,4,1,4,1,10,10,26,48,3,5.33333333333333,6
"4152",2024-08-01,"exposure_e7929fb8-dac0-4cad-8f4a-5abe239eb9f7",9,"male","true","0-3 mo","",2023-11-12,5,90,100,"Apartment","Revesby","2212","NSW",1995-10-11,90100,28,1,1,"designerbreed","water dog","cavoodle","cavoodle","true",1970-01-02,2023-11-13,"Evening (18:00 - 23:59)","exposure_e7929fb8-dac0-4cad-8f4a-5abe239eb9f7",1,8,5,6247,5295.00909090909,0.625,"119011353","Poor",NA,7.13041871505947,0.625,1,1,2,2,20,2,2,1,1,5,1,29,2,0.416666666666667,8
"4153",2024-08-01,"exposure_e8260cd5-08c2-408e-a57f-6e0bf02d6392",4,"male","false","","false",2024-04-13,3,100,200,"House","Luskintyre","2321","NSW",1975-06-27,100200,48,1,2,"purebred","brachycephalic","french bulldog","french bulldog","true",1970-01-01,2024-04-14,"Morning (05:00 - 11:59)","exposure_e8260cd5-08c2-408e-a57f-6e0bf02d6392",1,4.85,0,0,0,0,"106011107","Acceptable",36.6,NA,0,1,2,2,3,2,2,4,1,1,6,2,49,3,0.25,10
"4154",2024-08-01,"exposure_e865635c-b5ec-4627-aba9-d5b5aa08ede5",3,"male","true","7-12 mo","false",2024-05-24,34,80,100,"House","Shepparton","3630","VIC",1982-04-28,80100,42,1,3,"purebred","retriever","labrador retriever","labrador retriever","false",1970-01-01,2024-05-22,"Morning (05:00 - 11:59)","exposure_e865635c-b5ec-4627-aba9-d5b5aa08ede5",1,3.2258064516129,0,0,0,0,"216031416","Poor",307,NA,0,1,2,7,3,10,1,4,1,8,10,21,42,3,2.83333333333333,9
"4155",2024-08-01,"exposure_e891496e-efe6-45d9-a024-9bc1a73b7d6c",3,"female","false","","false",2024-05-05,4,80,100,"House","Bexley North","2207","NSW",1992-07-13,80100,31,2,1,"cross","cross","cross","cavalier king charles spaniel, maltese","false",1970-01-01,2024-05-06,"Evening (18:00 - 23:59)","exposure_e891496e-efe6-45d9-a024-9bc1a73b7d6c",1,3.83870967741935,0,0,0,0,"119041375","Acceptable",NA,NA,0,0,2,2,1,5,1,2,1,1,4,1,32,2,0.333333333333333,5
"4156",2024-08-01,"exposure_e95f63ea-5bb8-43a2-b38e-1b2e3f216076",10,"male","false","","",2023-10-21,2,80,100,"House","Bonbeach","3196","VIC",1993-01-15,80100,30,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2023-10-22,"Morning (05:00 - 11:59)","exposure_e95f63ea-5bb8-43a2-b38e-1b2e3f216076",1,8,0,0,0,0,"208031186","Poor",2876.8,NA,0,1,2,7,2,20,1,4,1,1,6,2,31,2,0.166666666666667,8
"4157",2024-08-01,"exposure_ebc5da0f-5232-4cc4-90c3-62d6ecc1c158",0,"male","false","","false",2024-08-01,3,90,0,"Apartment","Zetland","2017","NSW",1994-06-06,900,30,1,2,"purebred","spitz related","keeshond","keeshond","false",1970-01-01,2024-08-02,"Afternoon (12:00 - 17:59)","exposure_ebc5da0f-5232-4cc4-90c3-62d6ecc1c158",1,1,0,0,0,0,"117031338","Acceptable",NA,NA,0,1,1,2,3,15,1,1,1,1,6,2,30,2,0.25,15
"4158",2024-08-01,"exposure_ef38ff5f-42fd-4c56-8617-638648a30d0f",0,"male","false","","true",2024-08-24,20,80,200,"House","Carbrook","4130","QLD",2004-06-13,80200,20,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","false",1970-01-01,2024-08-25,"Morning (05:00 - 11:59)","exposure_ef38ff5f-42fd-4c56-8617-638648a30d0f",0.225806451612903,0.225806451612903,0,0,0,0,"311051324","Good",251.4,NA,0,1,2,4,3,16,1,4,1,3,10,4,20,2,1.66666666666667,11
"4159",2024-08-01,"exposure_efdafe18-d1ba-45f7-aee4-887c8e5e1366",4,"male","true","1-2 yr","true",2024-04-12,27,90,100,"Apartment","Windsor","3181","VIC",1992-02-20,90100,32,1,2,"purebred","collie related","australian cattle dogblue heeler","australian cattle dogblue heeler","false",1970-01-01,2024-04-12,"Afternoon (12:00 - 17:59)","exposure_efdafe18-d1ba-45f7-aee4-887c8e5e1366",1,4.6,0,0,0,0,"206051133","Acceptable",NA,NA,0,1,1,7,3,4,1,1,1,5,10,11,32,2,2.25,6
"4160",2024-08-01,"exposure_f15a7da9-643e-4a8a-bc87-03b201a20de9",7,"male","false","","",2024-01-26,3,100,100,"House","Sunbury","3429","VIC",1978-10-10,100100,45,1,3,"unnamed cross","unknown","golden retriever cross","golden retriever cross","false",1970-01-01,2024-01-27,"Afternoon (12:00 - 17:59)","exposure_f15a7da9-643e-4a8a-bc87-03b201a20de9",1,7.16129032258065,1,172,81.0909090909091,0.13963963963964,"210021232","Good",70.6,5.14749447681345,0.13963963963964,1,2,7,4,19,1,1,1,1,9,2,46,3,0.25,14
"4161",2024-08-01,"exposure_f4aad749-3120-4f72-80f3-f165af24fdfc",5,"female","true","7-12 mo","",2024-03-24,28,80,100,"House","Mount Barker","5251","SA",1993-01-21,80100,31,1,2,"purebred","spitz related","siberian husky","siberian husky","false",1970-01-01,2024-03-25,"Afternoon (12:00 - 17:59)","exposure_f4aad749-3120-4f72-80f3-f165af24fdfc",1,5.2258064516129,0,0,0,0,"401021007","Good",454.3,NA,0,0,2,5,3,15,1,1,1,5,10,12,31,2,2.33333333333333,15
"4162",2024-08-01,"exposure_f4c647fb-a490-438a-93dd-0dd048aadb62",7,"male","false","","",2024-01-29,2,80,0,"House","Fletcher","2287","NSW",1999-01-16,800,25,1,3,"purebred","spitz related","schnauzergiant","schnauzergiant","true",1970-01-03,2024-01-30,"Afternoon (12:00 - 17:59)","exposure_f4c647fb-a490-438a-93dd-0dd048aadb62",1,7.06666666666667,3,955.709090909091,764.554545454545,0.424528301886792,"111011209","Poor",1149.6,5.76384127986295,0.424528301886792,1,2,2,3,15,2,1,1,1,6,2,25,2,0.166666666666667,15
"4163",2024-08-01,"exposure_b9122337-fd38-4843-8698-1649b5916b72",1,"male","false","","",2024-07-13,13,80,200,"House","Chirnside Park","3116","VIC",2004-12-15,80200,19,1,3,"unnamed cross","unknown","american staffordshire terrier cross","american staffordshire terrier cross","false",1970-01-01,2024-07-14,"Morning (05:00 - 11:59)","exposure_b9122337-fd38-4843-8698-1649b5916b72",1,1.58064516129032,0,0,0,0,"211021262","Poor",221.6,NA,0,1,2,7,4,19,1,4,1,2,10,8,19,1,1.08333333333333,14
"4164",2024-08-01,"exposure_ba3de931-99c7-4e14-ad27-cb47cee0da4e",2,"female","false","","",2024-06-26,19,80,200,"House","Robina","4226","QLD",1997-06-12,80200,27,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-06-24,"Evening (18:00 - 23:59)","exposure_ba3de931-99c7-4e14-ad27-cb47cee0da4e",1,2.13333333333333,0,0,0,0,"309051244","Poor",303.3,NA,0,0,2,4,2,20,1,2,1,3,10,4,27,2,1.58333333333333,8
"4165",2024-08-01,"exposure_bbfe85d8-1cb7-4ef0-8e84-a8159d5c583e",5,"male","false","","",2024-03-21,2,90,100,"House","Ourimbah","2258","NSW",1988-01-11,90100,36,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-03-18,"Afternoon (12:00 - 17:59)","exposure_bbfe85d8-1cb7-4ef0-8e84-a8159d5c583e",1,5.32258064516129,0,0,0,0,"102011036","Poor",493.3,NA,0,1,2,2,3,2,1,1,1,1,4,1,36,2,0.166666666666667,10
"4166",2024-08-01,"exposure_bdee2270-cf63-4f3d-bc21-70d920c03d69",1,"female","false","","",2024-07-24,23,80,200,"House","Croydon","3136","VIC",1982-08-22,80200,41,1,3,"purebred","retriever","golden retriever","golden retriever","false",1970-01-01,2024-07-25,"Afternoon (12:00 - 17:59)","exposure_bdee2270-cf63-4f3d-bc21-70d920c03d69",1,1.2258064516129,0,0,0,0,"211031264","Poor",NA,NA,0,0,2,7,3,10,1,1,1,6,10,14,42,3,1.91666666666667,9
"4167",2024-08-01,"exposure_be53d1a3-9cdc-483b-9b67-78c60a43e718",4,"female","false","","",2024-04-03,3,80,0,"Apartment","Saint Marys","5042","SA",1993-07-05,800,30,1,1,"purebred","teckel","dachshundminiature long haired","dachshundminiature long haired","true",1970-01-01,2024-04-03,"Afternoon (12:00 - 17:59)","exposure_be53d1a3-9cdc-483b-9b67-78c60a43e718",1,5,1,336.218181818182,268.972727272727,0.2,"403021061","Poor",2302.3,5.81776029987565,0.2,0,1,5,3,16,2,1,1,1,3,1,31,2,0.25,11
"4168",2024-08-01,"exposure_bfb63d29-01d2-4a69-93bb-54bd34598caa",4,"female","false","","",2024-04-15,5,80,200,"House","Essendon","3040","VIC",1976-01-28,80200,48,1,2,"purebred","brachycephalic","staffordshire bull terrier","staffordshire bull terrier","false",1970-01-01,2024-04-16,"Morning (05:00 - 11:59)","exposure_bfb63d29-01d2-4a69-93bb-54bd34598caa",1,4.5,0,0,0,0,"206031114","Acceptable",NA,NA,0,0,2,7,3,2,1,4,1,2,10,2,48,3,0.416666666666667,10
"4169",2024-08-01,"exposure_c0823a37-7032-4180-8cff-1ad8accd91b5",9,"female","true","Not Sure","",2023-11-12,73,80,100,"House","Brookfield","4069","QLD",1950-09-21,80100,73,2,1,"cross","cross","cross","australian silky terrier cross, jack russell terrier","true",1970-01-01,2023-11-10,"Evening (18:00 - 23:59)","exposure_c0823a37-7032-4180-8cff-1ad8accd91b5",1,8,0,0,0,0,"304021087","Poor",123.3,NA,0,0,2,4,1,5,2,2,1,10,10,15,74,4,6.08333333333333,5
"4170",2024-08-01,"exposure_c4bfcb88-a844-48bd-8809-34367a6d0533",1,"male","false","","",2024-07-07,43,80,200,"House","North Lakes","4509","QLD",1981-09-28,80200,42,1,2,"purebred","brachycephalic","french bulldog","french bulldog","false",1970-01-01,2024-07-08,"Evening (18:00 - 23:59)","exposure_c4bfcb88-a844-48bd-8809-34367a6d0533",1,1.7741935483871,0,0,0,0,"314021390","Good",NA,NA,0,1,2,4,3,2,1,2,1,10,10,18,43,3,3.58333333333333,10
"4171",2024-08-01,"exposure_c63a4f45-1679-4eea-9934-a4d83e20ee65",1,"female","true","7-12 mo","false",2024-07-13,13,90,200,"House","Mount Martha","3934","VIC",1967-12-28,90200,56,1,1,"designerbreed","water dog","cavoodle","cavoodle","false",1970-01-01,2024-07-14,"Late Night (00:00 - 04:59)","exposure_c63a4f45-1679-4eea-9934-a4d83e20ee65",1,1.58064516129032,2,958.936363636364,427.518181818182,1.26530612244898,"214021382","Good",664.9,6.17267753512111,1.26530612244898,0,2,7,2,20,1,3,1,5,10,3,56,3,1.08333333333333,8
"4172",2024-08-01,"exposure_c9f94fff-eee2-42d4-a2e9-a2e2aaedfa5b",2,"female","false","","false",2024-06-26,5,80,200,"House","McKinnon","3204","VIC",1977-12-30,80200,46,1,3,"cross","","irish doodle","irish doodle","false",1970-01-01,2024-06-27,"Afternoon (12:00 - 17:59)","exposure_c9f94fff-eee2-42d4-a2e9-a2e2aaedfa5b",1,2.13333333333333,0,0,0,0,"208021174","Poor",4205.8,NA,0,0,2,7,1,1,1,1,1,2,10,3,46,3,0.416666666666667,13
"4173",2024-08-01,"exposure_cb7096c7-af0c-4b52-b76b-ab0ef3af0bb9",3,"male","false","","",2024-05-25,50,80,200,"House","Carine","6020","WA",1961-09-21,80200,62,1,3,"purebred","pointer","german pointershort haired","german pointershort haired","false",1970-01-01,2024-05-14,"Morning (05:00 - 11:59)","exposure_cb7096c7-af0c-4b52-b76b-ab0ef3af0bb9",1,3.19354838709677,0,0,0,0,"505011072","Good",2210.5,NA,0,1,2,8,3,9,1,4,1,10,10,30,63,4,4.16666666666667,18
"4174",2024-08-01,"exposure_cbcfc16c-4c8c-456a-b5a9-8bc22efbf65c",7,"male","true","1-2 yr","",2024-01-10,41,90,0,"House","Mooloolaba","4557","QLD",1989-05-31,900,34,1,2,"unnamed cross","unknown","english cocker spaniel cross","english cocker spaniel cross","true",1970-01-01,2024-01-05,"Morning (05:00 - 11:59)","exposure_cbcfc16c-4c8c-456a-b5a9-8bc22efbf65c",1,7.67741935483871,2,593.509090909091,534.145454545454,0.260504201680672,"316011415","Poor",1653.2,5.69290535082671,0.260504201680672,1,2,4,4,19,2,4,1,8,10,17,35,2,3.41666666666667,14
"4175",2024-08-01,"exposure_cc6c97ae-632a-4569-b192-197c1e8294d4",9,"female","true","7-12 mo","",2023-11-15,52,80,0,"House","Bentley Park","4869","QLD",1997-10-02,800,26,1,3,"unnamed cross","unknown","american staffordshire terrier cross","american staffordshire terrier cross","true",1970-01-01,2023-11-15,"Evening (18:00 - 23:59)","exposure_cc6c97ae-632a-4569-b192-197c1e8294d4",1,8,0,0,0,0,"306021144","Poor",1309,NA,0,0,2,4,4,19,2,2,1,8,10,32,27,2,4.33333333333333,14
"4176",2024-08-01,"exposure_cc9a95a7-39d2-4b4e-9d77-6a75eee19457",2,"female","false","","",2024-06-12,3,80,100,"House","Moggill","4070","QLD",1986-01-22,80100,38,1,3,"unnamed cross","unknown","rhodesian ridgeback cross","rhodesian ridgeback cross","false",1970-01-01,2024-06-13,"Morning (05:00 - 11:59)","exposure_cc9a95a7-39d2-4b4e-9d77-6a75eee19457",1,2.6,0,0,0,0,"304021086","Acceptable",625.6,NA,0,0,2,4,4,19,1,4,1,1,9,2,38,2,0.25,14
"4177",2024-08-01,"exposure_cda345dc-5fd1-43e8-b5ff-4432d11c4d6a",3,"male","false","","true",2024-05-19,3,80,200,"Apartment","South Melbourne","3205","VIC",1995-10-06,80200,28,1,3,"designerbreed","water dog","groodle","groodle","false",1970-01-01,2024-05-20,"Afternoon (12:00 - 17:59)","exposure_cda345dc-5fd1-43e8-b5ff-4432d11c4d6a",1,3.38709677419355,0,0,0,0,"206051132","Good",NA,NA,0,1,1,7,2,20,1,1,1,1,9,2,29,2,0.25,8
"4178",2024-08-01,"exposure_cda68f61-df2e-452c-8aec-521bcbba19b6",5,"female","false","","",2024-03-10,14,90,0,"House","East Geelong","3219","VIC",1991-02-06,900,33,1,2,"purebred","collie related","border collie","border collie","false",1970-01-01,2024-03-11,"Evening (18:00 - 23:59)","exposure_cda68f61-df2e-452c-8aec-521bcbba19b6",1,5.67741935483871,0,0,0,0,"203021039","Poor",1064.9,NA,0,0,2,7,3,4,1,2,1,3,10,6,33,2,1.16666666666667,6
"4179",2024-08-01,"exposure_d2241094-ffbd-411d-8549-3915f90f65c3",5,"female","false","","",2024-03-26,4,90,100,"House","Charlestown","2290","NSW",1996-04-09,90100,27,1,3,"unnamed cross","unknown","bull arab cross","bull arab cross","true",1970-01-01,2024-03-27,"Morning (05:00 - 11:59)","exposure_d2241094-ffbd-411d-8549-3915f90f65c3",1,5.16129032258065,0,0,0,0,"111011206","Poor",803.6,NA,0,0,2,2,4,19,2,4,1,1,10,3,28,2,0.333333333333333,14
"4180",2024-08-01,"exposure_d31a5c22-039e-49ff-87a0-ed95cfa9d98d",2,"male","true","2+ yr","true",2024-06-23,40,80,100,"Apartment","Oakleigh","3166","VIC",1989-03-09,80100,35,1,3,"purebred","hound","rhodesian ridgeback","rhodesian ridgeback","false",1970-01-01,2024-06-23,"Afternoon (12:00 - 17:59)","exposure_d31a5c22-039e-49ff-87a0-ed95cfa9d98d",1,2.23333333333333,3,22929.5909090909,18270.9454545455,1.34328358208955,"208021180","Poor",3947.7,8.94157124616516,1.34328358208955,1,1,7,3,6,1,1,1,8,10,24,35,2,3.33333333333333,12
"4181",2024-08-01,"exposure_d73423e8-4d52-4f9e-a9ff-562d23421d8c",6,"male","false","","",2024-02-09,2,80,100,"House","Dampier","6713","WA",1988-04-26,80100,35,1,2,"purebred","collie related","border collie","border collie","false",1970-01-01,2024-02-10,"Evening (18:00 - 23:59)","exposure_d73423e8-4d52-4f9e-a9ff-562d23421d8c",1,6.68965517241379,0,0,0,0,"508061223","Acceptable",NA,NA,0,1,2,8,3,4,1,2,1,1,4,1,36,2,0.166666666666667,6
"4182",2024-08-01,"exposure_d91c9c7a-7d2e-40bd-8682-aa92c6046d1c",6,"male","true","7-12 mo","",2024-02-07,58,90,100,"House","The Gap","4061","QLD",1968-07-25,90100,55,1,3,"unnamed cross","unknown","bull arab cross","bull arab cross","false",1970-01-01,2024-01-25,"Evening (18:00 - 23:59)","exposure_d91c9c7a-7d2e-40bd-8682-aa92c6046d1c",1,6.75862068965517,2,2117.89090909091,1643.54545454545,0.295918367346939,"304041100","Poor",1458.3,6.96502883770781,0.295918367346939,1,2,4,4,19,1,2,1,10,10,35,56,3,4.83333333333333,14
"4183",2024-08-01,"exposure_d922e253-4b04-4883-a912-30c98b65fe1f",8,"male","false","","",2023-12-24,2,80,100,"House","Hillarys","6025","WA",1986-05-13,80100,37,1,1,"purebred","teckel","dachshundminiature smooth haired","dachshundminiature smooth haired","false",1970-01-01,2023-12-25,"Evening (18:00 - 23:59)","exposure_d922e253-4b04-4883-a912-30c98b65fe1f",1,8,0,0,0,0,"505011070","Poor",1581.4,NA,0,1,2,8,3,16,1,2,1,1,2,1,38,2,0.166666666666667,11
